AvgTemperature
26
14
17
25
28
23
19
21
20
26
20
19
21
28
27
23
24
19
17
16
19
14
18
24
20
21
18
17
22
19
20
24
26
27
24
25
21
23
18
21
24
27
26
22
21
17
19
23
15
23
18
25
18
22
20
21
19
24
21
24
19
26
18
20
27
23
26
23
20
13
17
15
21
14
17
22
28
23
23
19
22
17
23
23
22
17
17
23
24
20
18
22
13
22
20
19
13
17
18
12
20
12
23
22
16
19
13
17
21
12
16
22
18
19
14
14
16
16
23
18
20
23
19
14
9
11
12
15
18
15
21
19
21
20
10
12
21
17
19
17
15
13
20
22
17
10
11
13
18
13
16
10
15
16
16
15
15
18
21
21
16
11
15
13
17
13
12
9
14
15
14
14
5
15
8
10
12
16
16
12
18
9
14
16
4
8
5
9
6
6
11
13
10
15
7
14
8
12
15
6
14
16
18
6
13
9
11
13
10
11
12
16
8
12
12
14
9
10
9
11
15
10
8
7
10
14
10
14
17
23
18
23
15
14
15
14
23
19
18
16
14
17
23
20
10
12
14
5
13
9
18
10
19
17
12
20
20
18
16
11
14
19
18
13
18
24
16
12
12
14
17
9
16
20
15
15
13
23
14
18
11
9
15
20
14
24
15
11
21
18
17
23
16
12
16
17
14
19
13
14
13
14
16
14
19
26
23
18
15
20
21
16
22
23
18
19
14
24
22
16
16
19
17
15
22
18
18
15
15
14
20
25
28
18
22
20
26
27
17
17
24
24
19
20
13
11
22
18
16
21
16
22
22
22
16
20
10
17
18
20
15
16
22
19
24
28
23
20
14
16
18
22
26
20
25
24
16
19
22
27
18
26
23
27
27
20
23
25
21
27
19
22
21
27
23
20
21
22
18
25
28
22
23
24
18
20
21
17
14
16
17
16
15
16
26
18
18
21
17
18
15
24
24
23
13
24
25
24
16
25
25
17
21
14
15
18
24
24
20
24
19
25
23
24
21
14
15
23
17
20
22
21
15
19
21
15
16
24
19
21
22
19
18
14
20
10
8
19
13
20
15
17
17
13
12
11
22
22
22
20
25
15
16
13
18
15
13
15
22
19
15
14
16
11
19
24
24
22
20
11
12
19
10
20
14
14
12
9
14
13
14
9
11
11
18
16
19
13
11
16
14
17
18
11
11
12
10
12
14
7
12
17
16
15
10
9
13
15
19
16
18
10
9
12
13
11
16
8
10
12
13
14
11
16
11
9
9
14
13
8
10
11
5
6
7
13
16
11
11
18
14
14
18
18
7
14
17
13
12
16
20
18
14
14
10
11
11
14
10
18
15
14
19
14
14
10
10
15
8
17
6
6
14
9
16
20
18
15
12
17
10
12
9
13
11
17
17
18
11
20
15
16
19
17
27
18
23
25
17
15
14
18
15
16
14
18
14
17
12
9
18
20
17
20
13
15
20
25
20
32
14
14
23
16
25
19
15
18
18
17
14
11
18
18
19
12
14
16
14
14
17
17
25
18
15
19
15
17
14
14
20
16
25
20
24
23
18
10
18
19
9
14
18
13
18
19
15
13
27
19
28
25
21
17
18
25
16
19
20
22
23
15
13
20
20
18
16
21
17
18
20
21
22
29
24
25
20
24
22
20
20
22
19
24
16
24
22
12
21
20
15
16
21
20
23
23
24
17
25
17
20
24
26
18
24
16
20
28
26
17
21
25
18
16
22
24
25
25
22
29
25
19
21
17
18
25
21
24
18
20
23
22
27
21
22
21
20
20
18
24
28
24
25
27
18
19
23
24
16
17
17
25
15
19
20
23
25
18
23
23
22
21
18
15
17
26
21
27
20
23
19
19
18
16
20
17
22
12
15
17
17
17
23
13
26
20
20
22
18
22
19
15
21
22
24
16
17
18
20
23
18
23
24
19
16
14
23
19
16
15
15
17
10
15
20
18
19
20
17
14
10
14
19
10
16
17
17
19
16
17
7
6
9
14
12
9
13
23
15
8
18
8
9
10
18
11
14
13
14
15
7
10
10
10
8
7
12
14
8
13
10
8
16
12
16
8
16
12
10
20
7
13
14
6
14
14
17
7
7
12
7
9
9
13
16
10
12
17
16
9
8
10
12
10
7
10
14
13
15
15
16
10
12
11
15
10
10
15
19
17
16
8
15
6
19
14
14
16
15
7
17
11
10
13
12
17
13
17
14
17
12
15
13
12
11
16
15
22
23
19
18
10
14
17
10
11
9
13
10
12
21
14
16
15
23
26
12
14
13
18
17
22
17
15
30
22
18
16
13
17
15
17
18
8
10
19
17
24
17
19
24
18
18
25
21
17
15
18
15
19
17
22
19
16
23
20
15
20
26
14
25
17
21
19
17
15
25
17
16
24
24
26
24
22
22
24
21
24
19
24
28
17
24
17
19
19
25
27
22
28
27
23
18
26
23
35
18
18
20
28
21
18
17
26
21
26
22
25
21
22
24
18
24
20
24
21
26
28
23
26
25
18
19
20
21
21
16
25
23
26
20
20
28
31
19
20
24
22
24
23
28
24
21
29
24
18
23
22
30
25
25
21
24
22
18
25
24
21
21
23
18
24
32
28
16
19
19
19
25
25
21
20
15
24
21
20
26
22
21
16
24
18
22
21
25
20
31
21
16
25
22
20
29
17
18
23
17
22
25
24
23
22
24
25
20
15
23
16
14
10
22
12
16
20
24
18
16
15
15
16
23
19
12
21
12
20
19
21
11
23
18
17
12
10
10
8
22
22
17
12
18
13
20
19
19
14
15
17
16
16
20
8
15
10
14
14
17
16
19
21
21
12
17
9
19
17
19
11
17
13
10
15
15
9
11
14
18
18
9
11
13
12
14
9
15
17
17
11
10
14
13
15
13
14
11
13
7
5
6
16
9
13
5
13
13
12
14
13
18
14
11
13
8
18
7
4
9
14
14
13
16
17
11
8
20
11
10
15
19
14
12
18
15
17
9
13
12
12
14
12
10
11
15
16
15
11
10
15
15
20
18
15
17
15
12
10
14
13
21
14
13
20
12
17
16
15
20
24
15
15
17
26
10
11
11
18
18
22
23
32
22
20
23
18
13
17
18
11
10
15
20
20
17
19
21
29
30
20
16
16
20
19
16
25
25
16
15
19
18
19
13
15
18
18
17
18
25
22
14
16
21
18
24
23
26
19
14
16
17
12
22
23
13
16
16
15
22
21
14
20
20
24
27
18
15
19
20
23
20
23
24
22
21
17
16
24
24
19
20
18
23
23
20
-76
-68
17
25
24
27
-70
-69
28
24
24
30
28
30
29
18
27
-69
26
27
25
16
18
24
27
25
23
17
23
21
19
25
28
25
28
27
21
27
21
20
26
24
26
19
22
26
22
20
20
28
28
25
25
31
22
27
20
16
22
22
24
21
20
17
25
19
26
25
24
23
21
28
30
25
20
19
23
17
18
28
23
22
26
21
25
24
27
23
18
20
22
28
29
29
21
21
19
14
12
12
19
15
22
15
12
16
20
19
12
20
16
22
21
19
19
14
23
18
11
18
13
19
20
14
16
18
13
19
8
11
17
17
21
20
21
11
16
19
14
19
16
14
16
7
13
13
14
21
11
21
13
19
15
16
20
16
21
15
20
14
19
13
9
15
11
12
19
13
17
8
16
16
10
13
6
13
15
15
6
17
10
11
16
11
10
19
16
17
14
9
13
15
14
14
7
9
15
18
16
16
14
17
12
17
14
18
16
17
7
8
13
7
14
16
8
18
7
16
16
15
7
5
12
6
8
10
16
13
11
14
14
15
12
4
12
8
13
10
16
14
14
9
13
10
21
22
10
14
17
20
18
19
13
13
19
14
21
15
12
20
9
8
14
14
19
17
24
14
12
11
13
12
13
26
13
15
22
16
18
18
24
18
19
22
15
20
12
10
15
22
22
27
21
21
25
22
13
21
15
18
17
16
25
14
10
23
20
15
15
25
17
16
11
21
17
17
19
20
16
19
15
17
16
18
26
29
15
11
18
17
18
19
21
18
22
18
18
24
14
19
15
26
26
17
28
22
20
21
28
25
17
17
19
21
23
24
21
21
24
19
17
14
23
23
23
16
19
20
25
16
19
23
22
16
18
17
25
19
17
23
16
21
18
24
24
20
24
25
22
16
26
28
22
27
16
22
20
19
23
15
17
20
23
24
25
28
26
28
30
26
28
21
30
21
29
25
14
17
18
18
28
19
23
23
28
20
26
25
28
21
25
18
17
20
19
26
15
16
22
21
21
26
20
19
25
19
17
27
21
24
28
22
18
23
21
13
12
22
21
21
26
24
20
23
24
19
20
15
14
18
15
20
23
17
14
21
23
25
18
22
20
19
10
19
21
12
12
21
16
23
19
21
19
22
14
19
15
22
19
13
15
17
16
12
17
19
19
11
13
16
10
12
15
17
15
14
15
16
15
21
13
8
7
7
13
14
5
8
11
6
9
12
6
14
15
16
11
7
14
7
16
9
14
15
9
21
16
7
11
9
18
8
18
14
16
16
9
8
16
11
13
18
13
8
8
12
8
8
14
10
14
17
12
15
16
15
11
14
19
20
6
12
13
6
9
15
14
17
13
16
15
8
11
19
11
8
18
16
8
13
12
7
16
13
18
18
14
16
11
9
12
19
13
15
18
12
14
17
15
10
15
19
11
19
19
15
16
14
17
12
15
18
11
18
21
15
19
16
20
17
20
18
20
19
23
23
15
18
15
18
14
17
19
28
21
12
17
18
19
14
15
11
18
12
12
13
20
21
19
24
17
23
17
19
17
20
14
13
23
21
17
20
14
15
21
18
14
25
21
19
19
14
23
23
23
15
17
18
21
23
25
17
21
19
25
24
22
24
17
23
26
20
25
24
24
23
21
23
24
23
19
19
17
19
20
18
29
21
21
35
25
32
24
25
23
22
18
20
18
26
19
21
22
27
28
20
21
19
17
23
25
21
27
25
26
19
22
27
29
20
24
30
29
20
23
27
24
29
25
15
26
23
28
29
27
26
18
24
20
21
21
28
31
20
19
14
25
25
18
17
22
22
23
-72
25
23
30
22
19
23
21
27
18
23
23
19
27
24
26
20
22
18
25
18
16
24
19
27
19
22
27
19
26
16
24
21
19
21
15
19
22
19
21
16
26
19
26
20
19
15
12
17
15
15
25
17
24
24
17
14
17
18
17
23
19
15
18
14
16
20
18
12
19
15
18
16
10
16
20
14
10
10
16
19
21
20
10
17
18
15
9
17
8
7
17
16
15
14
13
11
10
16
18
11
16
12
17
13
15
12
15
17
18
16
15
8
9
14
18
11
11
16
13
15
17
20
17
14
15
13
8
14
17
10
16
15
7
12
10
11
14
9
10
13
11
16
9
15
11
11
15
17
11
12
12
19
8
16
15
12
9
13
11
8
11
14
11
10
15
14
13
11
12
13
11
20
21
11
12
13
18
9
12
16
12
18
12
6
18
10
15
11
14
12
21
11
14
17
12
13
11
12
20
14
17
18
20
22
13
22
20
23
17
24
18
19
15
16
14
12
18
19
19
18
18
13
20
22
17
14
16
19
20
17
14
12
19
23
18
19
11
16
11
14
22
24
22
26
23
25
20
15
23
15
16
12
20
16
16
15
21
16
21
13
16
20
22
24
16
18
14
15
17
16
20
19
28
29
24
23
15
24
17
20
22
28
18
22
25
15
15
25
24
15
18
18
20
22
19
25
23
18
27
27
20
23
30
25
21
20
22
27
21
21
24
28
18
23
25
29
29
28
25
24
20
18
18
19
17
12
17
20
25
23
28
19
23
16
23
27
20
29
18
18
17
21
27
25
22
20
19
23
17
25
18
19
14
20
25
24
24
24
24
18
21
27
21
22
27
18
27
21
23
25
20
21
23
15
20
24
25
22
17
21
22
15
15
21
30
26
19
26
27
24
16
17
21
20
20
19
21
15
18
14
21
17
19
23
19
18
15
16
22
24
19
22
18
20
22
14
17
16
23
16
22
14
19
16
26
21
13
12
17
16
20
18
14
18
21
14
16
17
24
15
19
16
12
9
12
18
17
12
9
16
15
10
17
9
19
13
16
7
7
10
13
14
11
10
18
8
19
24
11
9
9
11
15
14
10
14
14
18
-75
-70
-74
-76
15
12
9
16
14
12
7
10
5
10
9
18
9
13
9
17
14
10
11
5
14
13
8
13
12
6
12
8
14
11
13
19
16
13
13
15
11
15
7
7
11
10
11
12
10
20
19
11
18
17
16
17
14
13
17
14
13
15
16
13
16
17
10
10
8
7
16
8
17
13
17
10
19
16
24
24
22
-70
12
22
15
8
14
20
21
13
15
8
20
14
20
15
19
13
18
18
23
14
18
11
14
18
19
27
16
18
15
17
26
16
14
19
15
21
20
16
18
20
14
19
22
17
20
17
16
18
20
20
13
15
22
21
20
18
21
19
20
20
19
26
21
24
23
18
18
20
18
13
20
16
17
14
18
17
23
29
30
31
16
18
15
15
16
17
29
32
18
11
16
21
17
18
16
26
19
27
23
25
19
22
21
22
28
25
15
21
18
21
20
18
26
28
24
20
20
27
18
24
20
21
21
14
18
16
23
25
27
21
27
26
25
22
22
21
23
19
26
20
24
26
20
25
24
17
22
19
26
22
27
29
26
22
25
18
24
29
25
26
27
30
19
17
25
26
20
27
24
19
23
25
29
29
-68
20
22
23
24
19
21
19
20
18
23
20
22
17
24
19
17
22
22
19
21
19
16
15
15
22
19
25
18
16
18
16
17
16
14
19
15
13
21
14
23
23
19
21
16
23
16
12
19
19
18
16
17
16
22
22
15
21
18
16
21
14
21
20
12
20
14
20
22
22
11
14
12
15
20
14
13
13
17
22
12
11
15
14
11
15
14
16
11
17
18
17
14
20
14
22
14
13
18
11
15
9
14
15
11
12
6
13
15
12
16
16
15
7
12
11
17
9
17
17
16
11
13
13
11
7
14
15
12
15
11
17
19
8
15
17
10
12
13
9
8
17
17
16
19
14
17
7
13
6
6
14
9
14
9
19
19
19
16
14
12
14
8
17
22
15
15
12
10
17
15
7
12
15
10
19
12
16
15
17
9
18
17
13
16
18
19
17
15
20
11
17
12
17
13
14
21
15
14
14
15
15
24
18
22
21
-72
24
27
24
9
18
16
16
18
21
13
10
12
19
19
16
16
12
16
10
19
13
23
22
13
17
17
20
21
18
20
18
19
19
21
17
14
19
18
